58534;58544;96499.0
58535;58622;764791.0
58536;58550;46181.0
58537;58538;7630.0
58538;58542;3831.0
58539;58547;26975.0
58540;58545;8059.0
58540;58541;357.0
58543;58557;34556.0
58544;58576;166328.0
58546;58549;4487.0
58547;58564;56980.0
58548;58551;4761.0
58549;58554;5584.0
58550;58562;44041.0
58551;58568;57087.0
58552;58561;40424.0
58553;58555;2341.0
58554;58599;319576.0
58557;58558;5180.0
58558;58560;25589.0
58558;58587;229723.0
58560;58578;109046.0
58563;58567;9958.0
58565;58569;8782.0
58565;58566;243.0
58568;58570;8998.0
58574;58577;42984.0
58577;58579;7050.0
58579;58580;2166.0
58580;58584;5378.0
58581;58582;592.0
58585;58586;55668.0
58588;58590;24706.0
58589;58594;41106.0
58590;58591;421.0
58591;58595;49248.0
58593;58598;23381.0
58594;58600;16077.0
58600;58602;17745.0
58601;58605;19632.0
58602;58603;413.0
58605;58608;64537.0
58605;58620;253165.0
58606;58607;4199.0
58614;58615;226.0
58615;58616;486.0
58616;58617;247.0
58620;58621;1629.0
58623;58629;26041.0
58626;58627;283.0
58630;58631;2234.0
58631;58634;49862.0
58632;58633;9463.0
58633;58639;51643.0
58634;58637;20251.0
58638;58640;937.0
58646;58652;147916.0
58650;58651;24499.0
58652;58653;26282.0
58653;58654;37261.0
58654;58676;306114.0
58655;58669;72109.0
58656;58657;95.0
58656;58658;625.0
58657;58659;2541.0
58658;58660;2529.0
58660;58672;73615.0
58661;58662;7243.0
58662;58663;663.0
58663;58665;18793.0
58664;58666;18413.0
58664;58667;26075.0
58666;58675;40182.0
58668;58671;13588.0
58669;58670;5462.0
58671;58739;759645.0
58672;58673;1294.0
58673;58674;3411.0
58677;58678;1730.0
58678;58683;16361.0
58679;58681;2261.0
58680;58682;13664.0
58683;58684;1729.0
58684;58685;57333.0
58686;58692;88978.0
58688;58690;1179.0
58692;58693;1536.0
58692;58694;4053.0
58694;58698;17183.0
58695;58700;40349.0
58696;58697;956.0
58698;58699;277.0
58699;58703;49652.0
58700;58701;474.0
58701;58713;280070.0
58702;58704;117782.0
58704;58732;236063.0
58705;58706;2045.0
58706;58707;534.0
58707;58709;23987.0
58708;58710;14354.0
58709;58711;991.0
58711;58712;45.0
58712;58718;54305.0
58714;58715;4624.0
58714;58719;13238.0
58715;58716;1902.0
58716;58717;227.0
58717;58720;6621.0
58718;58726;16724.0
58719;58722;4621.0
58720;58731;62346.0
58723;58724;458.0
58726;58727;1816.0
58728;58729;761.0
58728;58734;99031.0
58734;58753;154949.0
58734;58735;1132.0
58735;58738;4432.0
58736;58737;398.0
58740;58741;1403.0
58741;58742;200.0
58743;58775;413159.0
58744;58745;198.0
58744;58746;319.0
58747;58749;5939.0
58748;58750;2080.0
58749;58752;4619.0
58752;58759;230954.0
58755;58758;109370.0
58756;58757;2416.0
58758;58765;129003.0
58759;58760;16187.0
58760;58766;13057.0
58761;58768;41052.0
58761;58764;9214.0
58762;58763;1391.0
58766;58767;2787.0
58769;58770;3756.0
58770;58771;219.0
58771;58772;791.0
58772;58773;2583.0
58776;58777;378.0
58777;58781;16269.0
58778;58780;11783.0
